property_id,check_in_date,room_category,successful_bookings,capacity,Key
17561,20-May-22,RT1,12,26,1756144701RT1
16560,20-May-22,RT1,13,34,1656044701RT1
16561,20-May-22,RT1,9,18,1656144701RT1
16562,20-May-22,RT1,13,31,1656244701RT1
16563,20-May-22,RT1,21,41,1656344701RT1
17559,20-May-22,RT1,20,32,1755944701RT1
17562,20-May-22,RT1,7,20,1756244701RT1
17563,20-May-22,RT1,14,25,1756344701RT1
18558,20-May-22,RT1,6,15,1855844701RT1
18559,20-May-22,RT1,16,42,1855944701RT1
18561,20-May-22,RT1,14,33,1856144701RT1
18562,20-May-22,RT1,20,38,1856244701RT1
18563,20-May-22,RT1,11,27,1856344701RT1
19559,20-May-22,RT1,9,24,1955944701RT1
19561,20-May-22,RT1,15,36,1956144701RT1
17564,20-May-22,RT1,6,16,1756444701RT1
19562,20-May-22,RT2,12,23,1956244701RT2
18563,20-May-22,RT2,14,29,1856344701RT2
17561,20-May-22,RT2,16,36,1756144701RT2
17558,20-May-22,RT2,19,50,1755844701RT2
16562,20-May-22,RT2,18,43,1656244701RT2
16561,20-May-22,RT2,12,24,1656144701RT2
16558,20-May-22,RT2,11,22,1655844701RT2
19560,20-May-22,RT2,19,38,1956044701RT2
16563,20-May-22,RT2,19,38,1656344701RT2
16559,20-May-22,RT2,17,41,1655944701RT2
19559,20-May-22,RT2,18,41,1955944701RT2
19558,20-May-22,RT2,14,39,1955844701RT2
17559,20-May-22,RT2,20,39,1755944701RT2
16560,20-May-22,RT2,14,34,1656044701RT2
18562,20-May-22,RT2,17,34,1856244701RT2
18559,20-May-22,RT2,17,44,1855944701RT2
17563,20-May-22,RT2,26,44,1756344701RT2
17562,20-May-22,RT2,11,30,1756244701RT2
18558,20-May-22,RT2,12,30,1855844701RT2
17564,20-May-22,RT2,14,40,1756444701RT2
18561,20-May-22,RT2,20,40,1856144701RT2
18560,20-May-22,RT2,20,40,1856044701RT2
17560,20-May-22,RT2,21,45,1756044701RT2
19561,20-May-22,RT2,22,45,1956144701RT2
19563,20-May-22,RT2,19,45,1956344701RT2
16559,20-May-22,RT1,15,30,1655944701RT1
19562,20-May-22,RT3,17,29,1956244701RT3
19561,20-May-22,RT3,11,29,1956144701RT3
18562,20-May-22,RT3,15,29,1856244701RT3
17558,20-May-22,RT3,11,27,1755844701RT3
17562,20-May-22,RT3,10,27,1756244701RT3
19559,20-May-22,RT3,11,27,1955944701RT3
16559,20-May-22,RT3,16,32,1655944701RT3
16558,20-May-22,RT3,4,8,1655844701RT3
18561,20-May-22,RT3,15,25,1856144701RT3
19558,20-May-22,RT3,6,21,1955844701RT3
16562,20-May-22,RT3,8,18,1656244701RT3
18563,20-May-22,RT3,8,23,1856344701RT3
17564,20-May-22,RT3,8,24,1756444701RT3
16560,20-May-22,RT3,9,20,1656044701RT3
17559,20-May-22,RT3,9,16,1755944701RT3
17561,20-May-22,RT3,9,19,1756144701RT3
17563,20-May-22,RT3,9,16,1756344701RT3
18559,20-May-22,RT3,9,23,1855944701RT3
16561,20-May-22,RT3,10,21,1656144701RT3
19560,20-May-22,RT3,10,19,1956044701RT3
18558,20-May-22,RT3,12,26,1855844701RT3
18560,20-May-22,RT3,12,24,1856044701RT3
16563,20-May-22,RT3,11,20,1656344701RT3
17560,20-May-22,RT3,11,25,1756044701RT3
16562,20-May-22,RT4,2,6,1656244701RT4
17558,20-May-22,RT4,2,6,1755844701RT4
17562,20-May-22,RT4,2,6,1756244701RT4
19558,20-May-22,RT4,2,7,1955844701RT4
19559,20-May-22,RT4,2,3,1955944701RT4
16558,20-May-22,RT4,2,3,1655844701RT4
17560,20-May-22,RT4,5,13,1756044701RT4
18561,20-May-22,RT4,5,9,1856144701RT4
16561,20-May-22,RT4,6,10,1656144701RT4
17564,20-May-22,RT4,7,17,1756444701RT4
18560,20-May-22,RT4,7,15,1856044701RT4
19560,20-May-22,RT4,8,16,1956044701RT4
18559,20-May-22,RT4,7,19,1855944701RT4
17563,20-May-22,RT4,10,19,1756344701RT4
19562,20-May-22,RT4,8,14,1956244701RT4
17559,20-May-22,RT4,8,14,1755944701RT4
18558,20-May-22,RT4,8,20,1855844701RT4
18562,20-May-22,RT4,11,20,1856244701RT4
18563,20-May-22,RT4,8,18,1856344701RT4
16563,20-May-22,RT4,9,18,1656344701RT4
16559,20-May-22,RT4,9,18,1655944701RT4
19563,20-May-22,RT4,3,6,1956344701RT4
16560,20-May-22,RT4,3,7,1656044701RT4
19561,20-May-22,RT4,3,7,1956144701RT4
17561,20-May-22,RT4,3,4,1756144701RT4
16559,21-May-22,RT1,19,30,1655944702RT1
19562,21-May-22,RT1,25,30,1956244702RT1
19563,21-May-22,RT1,16,30,1956344702RT1
17558,21-May-22,RT1,12,19,1755844702RT1
16558,21-May-22,RT1,13,19,1655844702RT1
17560,21-May-22,RT1,26,40,1756044702RT1
19558,21-May-22,RT1,23,40,1955844702RT1
19560,21-May-22,RT1,20,26,1956044702RT1
17561,21-May-22,RT1,21,26,1756144702RT1
16560,21-May-22,RT1,19,34,1656044702RT1
16561,21-May-22,RT1,13,18,1656144702RT1
16562,21-May-22,RT1,21,31,1656244702RT1
16563,21-May-22,RT1,33,41,1656344702RT1
17559,21-May-22,RT1,23,32,1755944702RT1
17562,21-May-22,RT1,10,20,1756244702RT1
17563,21-May-22,RT1,17,25,1756344702RT1
18558,21-May-22,RT1,8,15,1855844702RT1
18559,21-May-22,RT1,18,42,1855944702RT1
18561,21-May-22,RT1,23,33,1856144702RT1
18562,21-May-22,RT1,25,38,1856244702RT1
18563,21-May-22,RT1,16,27,1856344702RT1
19559,21-May-22,RT1,13,24,1955944702RT1
19561,21-May-22,RT1,25,36,1956144702RT1
17564,21-May-22,RT1,9,16,1756444702RT1
19562,21-May-22,RT2,17,23,1956244702RT2
18563,21-May-22,RT2,18,29,1856344702RT2
17561,21-May-22,RT2,28,36,1756144702RT2
17558,21-May-22,RT2,31,50,1755844702RT2
16562,21-May-22,RT2,29,43,1656244702RT2
16561,21-May-22,RT2,16,24,1656144702RT2
16558,21-May-22,RT2,16,22,1655844702RT2
19560,21-May-22,RT2,29,38,1956044702RT2
16563,21-May-22,RT2,28,38,1656344702RT2
16559,21-May-22,RT2,28,41,1655944702RT2
19559,21-May-22,RT2,23,41,1955944702RT2
19558,21-May-22,RT2,18,39,1955844702RT2
17559,21-May-22,RT2,28,39,1755944702RT2
16560,21-May-22,RT2,23,34,1656044702RT2
18562,21-May-22,RT2,25,34,1856244702RT2
18559,21-May-22,RT2,18,44,1855944702RT2
17563,21-May-22,RT2,30,44,1756344702RT2
17562,21-May-22,RT2,14,30,1756244702RT2
18558,21-May-22,RT2,18,30,1855844702RT2
17564,21-May-22,RT2,20,40,1756444702RT2
18561,21-May-22,RT2,30,40,1856144702RT2
18560,21-May-22,RT2,32,40,1856044702RT2
17560,21-May-22,RT2,31,45,1756044702RT2
19561,21-May-22,RT2,28,45,1956144702RT2
19563,21-May-22,RT2,25,45,1956344702RT2
19563,21-May-22,RT3,19,29,1956344702RT3
18560,21-May-22,RT1,25,30,1856044702RT1
19562,21-May-22,RT3,23,29,1956244702RT3
19561,21-May-22,RT3,17,29,1956144702RT3
18562,21-May-22,RT3,23,29,1856244702RT3
17558,21-May-22,RT3,17,27,1755844702RT3
17562,21-May-22,RT3,14,27,1756244702RT3
19559,21-May-22,RT3,17,27,1955944702RT3
16559,21-May-22,RT3,23,32,1655944702RT3
16558,21-May-22,RT3,5,8,1655844702RT3
17560,21-May-22,RT3,16,25,1756044702RT3
18561,21-May-22,RT3,19,25,1856144702RT3
16561,21-May-22,RT3,16,21,1656144702RT3
18560,21-May-22,RT3,18,24,1856044702RT3
19560,21-May-22,RT3,16,19,1956044702RT3
18558,21-May-22,RT3,15,26,1855844702RT3
18563,21-May-22,RT3,15,23,1856344702RT3
16563,21-May-22,RT3,13,20,1656344702RT3
17561,21-May-22,RT3,13,19,1756144702RT3
17563,21-May-22,RT3,13,16,1756344702RT3
16562,21-May-22,RT3,10,18,1656244702RT3
16560,21-May-22,RT3,12,20,1656044702RT3
18559,21-May-22,RT3,12,23,1855944702RT3
17564,21-May-22,RT3,12,24,1756444702RT3
17559,21-May-22,RT3,11,16,1755944702RT3
19558,21-May-22,RT3,11,21,1955844702RT3
19559,21-May-22,RT4,2,3,1955944702RT4
16558,21-May-22,RT4,2,3,1655844702RT4
17558,21-May-22,RT4,4,6,1755844702RT4
19563,21-May-22,RT4,4,6,1956344702RT4
16560,21-May-22,RT4,4,7,1656044702RT4
19561,21-May-22,RT4,4,7,1956144702RT4
16561,21-May-22,RT4,9,10,1656144702RT4
17560,21-May-22,RT4,8,13,1756044702RT4
18561,21-May-22,RT4,7,9,1856144702RT4
17564,21-May-22,RT4,7,17,1756444702RT4
18560,21-May-22,RT4,12,15,1856044702RT4
19560,21-May-22,RT4,12,16,1956044702RT4
18559,21-May-22,RT4,9,19,1855944702RT4
17563,21-May-22,RT4,16,19,1756344702RT4
19562,21-May-22,RT4,10,14,1956244702RT4
17559,21-May-22,RT4,10,14,1755944702RT4
18558,21-May-22,RT4,12,20,1855844702RT4
18562,21-May-22,RT4,14,20,1856244702RT4
18563,21-May-22,RT4,10,18,1856344702RT4
16563,21-May-22,RT4,14,18,1656344702RT4
16559,21-May-22,RT4,13,18,1655944702RT4
16562,21-May-22,RT4,3,6,1656244702RT4
17562,21-May-22,RT4,3,6,1756244702RT4
19558,21-May-22,RT4,3,7,1955844702RT4
17561,21-May-22,RT4,3,4,1756144702RT4
16559,22-May-22,RT1,28,30,1655944703RT1
18560,22-May-22,RT1,28,30,1856044703RT1
19562,22-May-22,RT1,25,30,1956244703RT1
19563,22-May-22,RT1,24,30,1956344703RT1
17558,22-May-22,RT1,14,19,1755844703RT1
16558,22-May-22,RT1,17,19,1655844703RT1
17560,22-May-22,RT1,30,40,1756044703RT1
19558,22-May-22,RT1,22,40,1955844703RT1
19560,22-May-22,RT1,23,26,1956044703RT1
17561,22-May-22,RT1,24,26,1756144703RT1
16560,22-May-22,RT1,24,34,1656044703RT1
16561,22-May-22,RT1,16,18,1656144703RT1
16562,22-May-22,RT1,22,31,1656244703RT1
16563,22-May-22,RT1,35,41,1656344703RT1
17559,22-May-22,RT1,31,32,1755944703RT1
17562,22-May-22,RT1,12,20,1756244703RT1
17563,22-May-22,RT1,23,25,1756344703RT1
18558,22-May-22,RT1,11,15,1855844703RT1
18559,22-May-22,RT1,26,42,1855944703RT1
18561,22-May-22,RT1,28,33,1856144703RT1
18562,22-May-22,RT1,33,38,1856244703RT1
18563,22-May-22,RT1,19,27,1856344703RT1
19559,22-May-22,RT1,18,24,1955944703RT1
19561,22-May-22,RT1,27,36,1956144703RT1
17564,22-May-22,RT1,10,16,1756444703RT1
19562,22-May-22,RT2,23,23,1956244703RT2
18563,22-May-22,RT2,21,29,1856344703RT2
17561,22-May-22,RT2,29,36,1756144703RT2
17558,22-May-22,RT2,38,50,1755844703RT2
16562,22-May-22,RT2,30,43,1656244703RT2
16561,22-May-22,RT2,24,24,1656144703RT2
16558,22-May-22,RT2,20,22,1655844703RT2
19560,22-May-22,RT2,34,38,1956044703RT2
16563,22-May-22,RT2,35,38,1656344703RT2
16559,22-May-22,RT2,38,41,1655944703RT2
19559,22-May-22,RT2,30,41,1955944703RT2
19558,22-May-22,RT2,24,39,1955844703RT2
17559,22-May-22,RT2,33,39,1755944703RT2
16560,22-May-22,RT2,24,34,1656044703RT2
18562,22-May-22,RT2,30,34,1856244703RT2
18559,22-May-22,RT2,28,44,1855944703RT2
17563,22-May-22,RT2,38,44,1756344703RT2
17562,22-May-22,RT2,20,30,1756244703RT2
18558,22-May-22,RT2,24,30,1855844703RT2
17564,22-May-22,RT2,22,40,1756444703RT2
18561,22-May-22,RT2,34,40,1856144703RT2
18560,22-May-22,RT2,36,40,1856044703RT2
17560,22-May-22,RT2,33,45,1756044703RT2
19561,22-May-22,RT2,32,45,1956144703RT2
19563,22-May-22,RT2,31,45,1956344703RT2
19563,22-May-22,RT3,21,29,1956344703RT3
19562,22-May-22,RT3,24,29,1956244703RT3
19561,22-May-22,RT3,22,29,1956144703RT3
18562,22-May-22,RT3,27,29,1856244703RT3
17558,22-May-22,RT3,20,27,1755844703RT3
17562,22-May-22,RT3,17,27,1756244703RT3
19559,22-May-22,RT3,18,27,1955944703RT3
16559,22-May-22,RT3,28,32,1655944703RT3
16558,22-May-22,RT3,7,8,1655844703RT3
17560,22-May-22,RT3,18,25,1756044703RT3
18561,22-May-22,RT3,21,25,1856144703RT3
16561,22-May-22,RT3,19,21,1656144703RT3
16563,22-May-22,RT3,19,20,1656344703RT3
17559,22-May-22,RT3,16,16,1755944703RT3
17561,22-May-22,RT3,17,19,1756144703RT3
17563,22-May-22,RT3,16,16,1756344703RT3
18558,22-May-22,RT3,19,26,1855844703RT3
18560,22-May-22,RT3,22,24,1856044703RT3
18563,22-May-22,RT3,18,23,1856344703RT3
19560,22-May-22,RT3,17,19,1956044703RT3
18559,22-May-22,RT3,15,23,1855944703RT3
16562,22-May-22,RT3,13,18,1656244703RT3
16560,22-May-22,RT3,14,20,1656044703RT3
17564,22-May-22,RT3,14,24,1756444703RT3
19558,22-May-22,RT3,11,21,1955844703RT3
19559,22-May-22,RT4,2,3,1955944703RT4
16562,22-May-22,RT4,4,6,1656244703RT4
17562,22-May-22,RT4,4,6,1756244703RT4
19563,22-May-22,RT4,4,6,1956344703RT4
17561,22-May-22,RT4,4,4,1756144703RT4
17558,22-May-22,RT4,5,6,1755844703RT4
19558,22-May-22,RT4,5,7,1955844703RT4
19561,22-May-22,RT4,5,7,1956144703RT4
16560,22-May-22,RT4,6,7,1656044703RT4
16561,22-May-22,RT4,9,10,1656144703RT4
17560,22-May-22,RT4,10,13,1756044703RT4
18561,22-May-22,RT4,8,9,1856144703RT4
17564,22-May-22,RT4,12,17,1756444703RT4
18560,22-May-22,RT4,14,15,1856044703RT4
19560,22-May-22,RT4,14,16,1956044703RT4
18559,22-May-22,RT4,13,19,1855944703RT4
17563,22-May-22,RT4,17,19,1756344703RT4
19562,22-May-22,RT4,11,14,1956244703RT4
17559,22-May-22,RT4,12,14,1755944703RT4
18558,22-May-22,RT4,16,20,1855844703RT4
18562,22-May-22,RT4,18,20,1856244703RT4
18563,22-May-22,RT4,13,18,1856344703RT4
16563,22-May-22,RT4,18,18,1656344703RT4
16559,22-May-22,RT4,16,18,1655944703RT4
16558,22-May-22,RT4,3,3,1655844703RT4
19563,23-May-22,RT3,15,29,1956344704RT3
16559,23-May-22,RT1,18,30,1655944704RT1
18560,23-May-22,RT1,18,30,1856044704RT1
19562,23-May-22,RT1,21,30,1956244704RT1
19563,23-May-22,RT1,15,30,1956344704RT1
17558,23-May-22,RT1,10,19,1755844704RT1
16558,23-May-22,RT1,13,19,1655844704RT1
17560,23-May-22,RT1,19,40,1756044704RT1
19558,23-May-22,RT1,19,40,1955844704RT1
19560,23-May-22,RT1,17,26,1956044704RT1
17561,23-May-22,RT1,17,26,1756144704RT1
16560,23-May-22,RT1,15,34,1656044704RT1
16561,23-May-22,RT1,12,18,1656144704RT1
16562,23-May-22,RT1,16,31,1656244704RT1
16563,23-May-22,RT1,28,41,1656344704RT1
17559,23-May-22,RT1,21,32,1755944704RT1
17562,23-May-22,RT1,8,20,1756244704RT1
17563,23-May-22,RT1,17,25,1756344704RT1
18558,23-May-22,RT1,9,15,1855844704RT1
18559,23-May-22,RT1,15,42,1855944704RT1
18561,23-May-22,RT1,21,33,1856144704RT1
18562,23-May-22,RT1,24,38,1856244704RT1
18563,23-May-22,RT1,15,27,1856344704RT1
19559,23-May-22,RT1,13,24,1955944704RT1
19561,23-May-22,RT1,16,36,1956144704RT1
17564,23-May-22,RT1,7,16,1756444704RT1
19562,23-May-22,RT2,15,23,1956244704RT2
18563,23-May-22,RT2,15,29,1856344704RT2
17561,23-May-22,RT2,23,36,1756144704RT2
17558,23-May-22,RT2,23,50,1755844704RT2
16562,23-May-22,RT2,23,43,1656244704RT2
16561,23-May-22,RT2,13,24,1656144704RT2
16558,23-May-22,RT2,14,22,1655844704RT2
19560,23-May-22,RT2,24,38,1956044704RT2
16563,23-May-22,RT2,25,38,1656344704RT2
16559,23-May-22,RT2,24,41,1655944704RT2
19559,23-May-22,RT2,22,41,1955944704RT2
19558,23-May-22,RT2,14,39,1955844704RT2
17559,23-May-22,RT2,25,39,1755944704RT2
16560,23-May-22,RT2,16,34,1656044704RT2
18562,23-May-22,RT2,20,34,1856244704RT2
18559,23-May-22,RT2,19,44,1855944704RT2
17563,23-May-22,RT2,29,44,1756344704RT2
17562,23-May-22,RT2,14,30,1756244704RT2
18558,23-May-22,RT2,14,30,1855844704RT2
17564,23-May-22,RT2,14,40,1756444704RT2
18561,23-May-22,RT2,25,40,1856144704RT2
18560,23-May-22,RT2,26,40,1856044704RT2
17560,23-May-22,RT2,22,45,1756044704RT2
19561,23-May-22,RT2,24,45,1956144704RT2
19563,23-May-22,RT2,25,45,1956344704RT2
19562,23-May-22,RT3,17,29,1956244704RT3
19561,23-May-22,RT3,14,29,1956144704RT3
18562,23-May-22,RT3,18,29,1856244704RT3
17558,23-May-22,RT3,13,27,1755844704RT3
17562,23-May-22,RT3,12,27,1756244704RT3
19559,23-May-22,RT3,16,27,1955944704RT3
16559,23-May-22,RT3,22,32,1655944704RT3
16558,23-May-22,RT3,4,8,1655844704RT3
18561,23-May-22,RT3,16,25,1856144704RT3
16561,23-May-22,RT3,15,21,1656144704RT3
19558,23-May-22,RT3,8,21,1955844704RT3
16563,23-May-22,RT3,14,20,1656344704RT3
17561,23-May-22,RT3,14,19,1756144704RT3
18560,23-May-22,RT3,14,24,1856044704RT3
16562,23-May-22,RT3,9,18,1656244704RT3
17563,23-May-22,RT3,9,16,1756344704RT3
16560,23-May-22,RT3,10,20,1656044704RT3
17560,23-May-22,RT3,12,25,1756044704RT3
18558,23-May-22,RT3,12,26,1855844704RT3
19560,23-May-22,RT3,12,19,1956044704RT3
17564,23-May-22,RT3,12,24,1756444704RT3
17559,23-May-22,RT3,11,16,1755944704RT3
18559,23-May-22,RT3,11,23,1855944704RT3
18563,23-May-22,RT3,11,23,1856344704RT3
16558,23-May-22,RT4,2,3,1655844704RT4
16560,23-May-22,RT4,4,7,1656044704RT4
19561,23-May-22,RT4,4,7,1956144704RT4
18561,23-May-22,RT4,5,9,1856144704RT4
16561,23-May-22,RT4,6,10,1656144704RT4
17560,23-May-22,RT4,7,13,1756044704RT4
19559,23-May-22,RT4,1,3,1955944704RT4
17564,23-May-22,RT4,8,17,1756444704RT4
18560,23-May-22,RT4,11,15,1856044704RT4
19560,23-May-22,RT4,11,16,1956044704RT4
18559,23-May-22,RT4,9,19,1855944704RT4
17563,23-May-22,RT4,12,19,1756344704RT4
19562,23-May-22,RT4,9,14,1956244704RT4
17559,23-May-22,RT4,9,14,1755944704RT4
18558,23-May-22,RT4,10,20,1855844704RT4
18562,23-May-22,RT4,11,20,1856244704RT4
18563,23-May-22,RT4,9,18,1856344704RT4
16563,23-May-22,RT4,12,18,1656344704RT4
16559,23-May-22,RT4,9,18,1655944704RT4
16562,23-May-22,RT4,3,6,1656244704RT4
17558,23-May-22,RT4,3,6,1755844704RT4
17562,23-May-22,RT4,3,6,1756244704RT4
19563,23-May-22,RT4,3,6,1956344704RT4
19558,23-May-22,RT4,3,7,1955844704RT4
17561,23-May-22,RT4,3,4,1756144704RT4
19563,24-May-22,RT3,14,29,1956344705RT3
18560,24-May-22,RT1,17,30,1856044705RT1
19562,24-May-22,RT1,17,30,1956244705RT1
19563,24-May-22,RT1,14,30,1956344705RT1
17558,24-May-22,RT1,9,19,1755844705RT1
16558,24-May-22,RT1,11,19,1655844705RT1
17560,24-May-22,RT1,20,40,1756044705RT1
19558,24-May-22,RT1,16,40,1955844705RT1
19560,24-May-22,RT1,18,26,1956044705RT1
17561,24-May-22,RT1,15,26,1756144705RT1
16560,24-May-22,RT1,14,34,1656044705RT1
16561,24-May-22,RT1,10,18,1656144705RT1
16562,24-May-22,RT1,17,31,1656244705RT1
16563,24-May-22,RT1,28,41,1656344705RT1
17559,24-May-22,RT1,17,32,1755944705RT1
17562,24-May-22,RT1,8,20,1756244705RT1
17563,24-May-22,RT1,15,25,1756344705RT1
18558,24-May-22,RT1,8,15,1855844705RT1
18559,24-May-22,RT1,17,42,1855944705RT1
18561,24-May-22,RT1,18,33,1856144705RT1
18562,24-May-22,RT1,23,38,1856244705RT1
18563,24-May-22,RT1,13,27,1856344705RT1
19559,24-May-22,RT1,11,24,1955944705RT1
19561,24-May-22,RT1,18,36,1956144705RT1
17564,24-May-22,RT1,7,16,1756444705RT1
19562,24-May-22,RT2,13,23,1956244705RT2
18563,24-May-22,RT2,17,29,1856344705RT2
17561,24-May-22,RT2,23,36,1756144705RT2
17558,24-May-22,RT2,24,50,1755844705RT2
16562,24-May-22,RT2,23,43,1656244705RT2
16561,24-May-22,RT2,15,24,1656144705RT2
16558,24-May-22,RT2,14,22,1655844705RT2
19560,24-May-22,RT2,25,38,1956044705RT2
16563,24-May-22,RT2,23,38,1656344705RT2
16559,24-May-22,RT2,23,41,1655944705RT2
19559,24-May-22,RT2,20,41,1955944705RT2
19558,24-May-22,RT2,17,39,1955844705RT2
17559,24-May-22,RT2,21,39,1755944705RT2
16560,24-May-22,RT2,19,34,1656044705RT2
18562,24-May-22,RT2,20,34,1856244705RT2
18559,24-May-22,RT2,18,44,1855944705RT2
17563,24-May-22,RT2,31,44,1756344705RT2
17562,24-May-22,RT2,13,30,1756244705RT2
18558,24-May-22,RT2,16,30,1855844705RT2
17564,24-May-22,RT2,18,40,1756444705RT2
18561,24-May-22,RT2,28,40,1856144705RT2
18560,24-May-22,RT2,23,40,1856044705RT2
17560,24-May-22,RT2,26,45,1756044705RT2
19561,24-May-22,RT2,20,45,1956144705RT2
19563,24-May-22,RT2,25,45,1956344705RT2
16559,24-May-22,RT1,21,30,1655944705RT1
19562,24-May-22,RT3,17,29,1956244705RT3
19561,24-May-22,RT3,17,29,1956144705RT3
18562,24-May-22,RT3,17,29,1856244705RT3
17558,24-May-22,RT3,15,27,1755844705RT3
17562,24-May-22,RT3,12,27,1756244705RT3
19559,24-May-22,RT3,14,27,1955944705RT3
16559,24-May-22,RT3,18,32,1655944705RT3
16558,24-May-22,RT3,5,8,1655844705RT3
18560,24-May-22,RT3,15,24,1856044705RT3
19558,24-May-22,RT3,8,21,1955844705RT3
16561,24-May-22,RT3,13,21,1656144705RT3
19560,24-May-22,RT3,13,19,1956044705RT3
17561,24-May-22,RT3,14,19,1756144705RT3
18561,24-May-22,RT3,14,25,1856144705RT3
16562,24-May-22,RT3,9,18,1656244705RT3
17563,24-May-22,RT3,9,16,1756344705RT3
17564,24-May-22,RT3,9,24,1756444705RT3
17559,24-May-22,RT3,10,16,1755944705RT3
18559,24-May-22,RT3,10,23,1855944705RT3
16563,24-May-22,RT3,12,20,1656344705RT3
17560,24-May-22,RT3,12,25,1756044705RT3
18558,24-May-22,RT3,12,26,1855844705RT3
16560,24-May-22,RT3,11,20,1656044705RT3
18563,24-May-22,RT3,11,23,1856344705RT3
16558,24-May-22,RT4,2,3,1655844705RT4
16562,24-May-22,RT4,4,6,1656244705RT4
17558,24-May-22,RT4,4,6,1755844705RT4
16560,24-May-22,RT4,4,7,1656044705RT4
18561,24-May-22,RT4,4,9,1856144705RT4
17560,24-May-22,RT4,5,13,1756044705RT4
16561,24-May-22,RT4,6,10,1656144705RT4
19559,24-May-22,RT4,1,3,1955944705RT4
17564,24-May-22,RT4,7,17,1756444705RT4
18560,24-May-22,RT4,12,15,1856044705RT4
19560,24-May-22,RT4,10,16,1956044705RT4
18559,24-May-22,RT4,9,19,1855944705RT4
17563,24-May-22,RT4,13,19,1756344705RT4
19562,24-May-22,RT4,9,14,1956244705RT4
17559,24-May-22,RT4,8,14,1755944705RT4
18558,24-May-22,RT4,10,20,1855844705RT4
18562,24-May-22,RT4,14,20,1856244705RT4
18563,24-May-22,RT4,10,18,1856344705RT4
16563,24-May-22,RT4,11,18,1656344705RT4
16559,24-May-22,RT4,13,18,1655944705RT4
17562,24-May-22,RT4,3,6,1756244705RT4
19563,24-May-22,RT4,3,6,1956344705RT4
19558,24-May-22,RT4,3,7,1955844705RT4
19561,24-May-22,RT4,3,7,1956144705RT4
17561,24-May-22,RT4,3,4,1756144705RT4
16559,25-May-22,RT1,20,30,1655944706RT1
18560,25-May-22,RT1,18,30,1856044706RT1
19562,25-May-22,RT1,19,30,1956244706RT1
19563,25-May-22,RT1,18,30,1956344706RT1
17558,25-May-22,RT1,11,19,1755844706RT1
16558,25-May-22,RT1,13,19,1655844706RT1
17560,25-May-22,RT1,19,40,1756044706RT1
19558,25-May-22,RT1,18,40,1955844706RT1
19560,25-May-22,RT1,18,26,1956044706RT1
17561,25-May-22,RT1,15,26,1756144706RT1
16560,25-May-22,RT1,20,34,1656044706RT1
16561,25-May-22,RT1,12,18,1656144706RT1
16562,25-May-22,RT1,16,31,1656244706RT1
16563,25-May-22,RT1,25,41,1656344706RT1
17559,25-May-22,RT1,22,32,1755944706RT1
17562,25-May-22,RT1,9,20,1756244706RT1
17563,25-May-22,RT1,16,25,1756344706RT1
18558,25-May-22,RT1,8,15,1855844706RT1
18559,25-May-22,RT1,17,42,1855944706RT1
18561,25-May-22,RT1,20,33,1856144706RT1
18562,25-May-22,RT1,25,38,1856244706RT1
18563,25-May-22,RT1,14,27,1856344706RT1
19559,25-May-22,RT1,13,24,1955944706RT1
19561,25-May-22,RT1,18,36,1956144706RT1
17564,25-May-22,RT1,6,16,1756444706RT1
19562,25-May-22,RT2,14,23,1956244706RT2
18563,25-May-22,RT2,14,29,1856344706RT2
17561,25-May-22,RT2,19,36,1756144706RT2
17558,25-May-22,RT2,25,50,1755844706RT2
16562,25-May-22,RT2,22,43,1656244706RT2
16561,25-May-22,RT2,15,24,1656144706RT2
16558,25-May-22,RT2,13,22,1655844706RT2
19560,25-May-22,RT2,23,38,1956044706RT2
16563,25-May-22,RT2,21,38,1656344706RT2
16559,25-May-22,RT2,26,41,1655944706RT2
19559,25-May-22,RT2,20,41,1955944706RT2
19558,25-May-22,RT2,17,39,1955844706RT2
17559,25-May-22,RT2,25,39,1755944706RT2
16560,25-May-22,RT2,16,34,1656044706RT2
18562,25-May-22,RT2,22,34,1856244706RT2
18559,25-May-22,RT2,19,44,1855944706RT2
17563,25-May-22,RT2,30,44,1756344706RT2
17562,25-May-22,RT2,11,30,1756244706RT2
18558,25-May-22,RT2,14,30,1855844706RT2
17564,25-May-22,RT2,17,40,1756444706RT2
18561,25-May-22,RT2,22,40,1856144706RT2
18560,25-May-22,RT2,25,40,1856044706RT2
17560,25-May-22,RT2,24,45,1756044706RT2
19561,25-May-22,RT2,24,45,1956144706RT2
19563,25-May-22,RT2,23,45,1956344706RT2
19563,25-May-22,RT3,15,29,1956344706RT3
19562,25-May-22,RT3,18,29,1956244706RT3
19561,25-May-22,RT3,14,29,1956144706RT3
18562,25-May-22,RT3,18,29,1856244706RT3
17558,25-May-22,RT3,13,27,1755844706RT3
17562,25-May-22,RT3,10,27,1756244706RT3
19559,25-May-22,RT3,14,27,1955944706RT3
16559,25-May-22,RT3,19,32,1655944706RT3
16558,25-May-22,RT3,5,8,1655844706RT3
18561,25-May-22,RT3,18,25,1856144706RT3
16560,25-May-22,RT3,8,20,1656044706RT3
18558,25-May-22,RT3,13,26,1855844706RT3
18560,25-May-22,RT3,13,24,1856044706RT3
17560,25-May-22,RT3,14,25,1756044706RT3
16562,25-May-22,RT3,9,18,1656244706RT3
17559,25-May-22,RT3,10,16,1755944706RT3
17563,25-May-22,RT3,10,16,1756344706RT3
